Fecha,Apertura,Máximo,Mínimo,Cierre,Volumen
"May 22, 2023",1804.84,1826.7,1793.22,1817.53,0
"May 21, 2023",1820.14,1827.92,1799.95,1804.53,0
"May 20, 2023",1812.77,1829.01,1808.05,1820.48,0
"May 19, 2023",1800.99,1826.19,1797.43,1812.59,0
"May 18, 2023",1822.07,1831.45,1774.2,1801.73,0
"May 17, 2023",1824.07,1835.55,1786.67,1821.86,0
"May 16, 2023",1816.82,1830.35,1797.84,1824.12,0
"May 15, 2023",1800.37,1845.7,1787.54,1817.55,0
"May 14, 2023",1796.11,1823.49,1793.23,1800.5,0
"May 13, 2023",1808.38,1816.06,1788.48,1796.11,0
"May 12, 2023",1795.18,1812.42,1742.4,1808.02,0
"May 11, 2023",1842.49,1842.49,1774.13,1796.49,0
"May 10, 2023",1848.21,1886.8,1795.67,1842.4,0
"May 9, 2023",1849.06,1860.67,1832.91,1848.6,0
"May 8, 2023",1872.48,1886.16,1818.45,1849.04,0
"May 7, 2023",1899.92,1934.0,1873.08,1873.08,0
"May 6, 2023",1995.48,2017.56,1870.61,1900.22,0
"May 5, 2023",1877.83,1998.41,1876.95,1995.06,0
"May 4, 2023",1905.17,1915.87,1868.63,1877.7,0
"May 3, 2023",1870.69,1915.5,1845.87,1904.65,0
"May 2, 2023",1831.73,1879.76,1824.33,1870.79,0
"May 1, 2023",1868.89,1886.21,1809.19,1831.95,0
"Apr 30, 2023",1908.74,1938.42,1876.92,1876.92,0
"Apr 29, 2023",1892.57,1916.97,1887.99,1908.92,0
"Apr 28, 2023",1909.27,1923.2,1876.29,1892.51,0
"Apr 27, 2023",1866.69,1936.95,1863.15,1908.79,0
"Apr 26, 2023",1866.15,1962.57,1792.46,1866.56,0
"Apr 25, 2023",1842.2,1877.48,1805.32,1866.75,0
"Apr 24, 2023",1862.09,1888.19,1811.79,1842.76,0
"Apr 23, 2023",1874.17,1882.23,1838.99,1862.06,0
"Apr 22, 2023",1849.29,1886.78,1845.85,1874.23,0
"Apr 21, 2023",1943.41,1955.65,1827.79,1850.0,0
"Apr 20, 2023",1936.42,1979.57,1918.13,1943.1,0
"Apr 19, 2023",2103.95,2104.86,1928.58,1936.4,0
"Apr 18, 2023",2075.86,2121.53,2057.65,2104.54,0
"Apr 17, 2023",2120.0,2120.11,2063.04,2076.24,0
"Apr 16, 2023",2092.28,2137.45,2076.83,2120.01,0
"Apr 15, 2023",2101.62,2111.08,2076.51,2092.47,0
"Apr 14, 2023",2013.93,2126.32,2011.5,2101.64,0
"Apr 13, 2023",1917.7,2022.15,1901.86,2012.63,0
"Apr 12, 2023",1891.95,1929.88,1860.04,1920.68,0
"Apr 11, 2023",1911.38,1936.73,1886.53,1892.19,0
"Apr 10, 2023",1859.74,1917.3,1848.16,1911.21,0
"Apr 9, 2023",1849.67,1873.06,1828.7,1859.39,0
"Apr 8, 2023",1864.68,1879.11,1848.88,1849.5,0
"Apr 7, 2023",1872.73,1882.3,1845.99,1865.64,0
"Apr 6, 2023",1909.14,1909.27,1857.09,1872.92,0
"Apr 5, 2023",1870.97,1937.5,1865.94,1909.11,0
"Apr 4, 2023",1810.14,1886.59,1802.96,1871.01,0
"Apr 3, 2023",1794.92,1839.16,1765.52,1810.3,0
"Apr 2, 2023",1821.19,1824.33,1774.87,1795.71,0
"Apr 1, 2023",1821.7,1840.17,1811.12,1813.86,0
"Mar 31, 2023",1793.62,1844.68,1783.14,1822.02,0
"Mar 30, 2023",1793.35,1827.28,1766.25,1792.74,0
"Mar 29, 2023",1772.9,1825.6,1772.9,1793.0,0
"Mar 28, 2023",1715.33,1791.11,1702.56,1772.79,0
"Mar 27, 2023",1775.48,1781.38,1690.52,1715.46,0
"Mar 26, 2023",1743.84,1797.88,1741.18,1775.68,0
"Mar 25, 2023",1751.47,1762.67,1716.65,1743.76,0
"Mar 24, 2023",1815.82,1819.94,1730.35,1752.04,0
"Mar 23, 2023",1737.14,1853.89,1732.52,1816.41,0
"Mar 22, 2023",1804.96,1821.46,1717.77,1737.72,0
"Mar 21, 2023",1735.62,1836.29,1725.01,1806.76,0
"Mar 20, 2023",1785.42,1807.73,1728.1,1735.32,0
"Mar 19, 2023",1762.96,1843.84,1762.96,1785.58,0
"Mar 18, 2023",1793.59,1840.36,1751.26,1761.66,0
"Mar 17, 2023",1677.3,1799.34,1667.13,1792.49,0
"Mar 16, 2023",1656.33,1693.14,1639.26,1677.22,0
"Mar 15, 2023",1705.19,1721.08,1616.63,1656.18,0
"Mar 14, 2023",1680.3,1779.92,1665.9,1703.51,0
"Mar 13, 2023",1590.83,1699.91,1572.07,1680.31,0
"Mar 12, 2023",1482.43,1607.15,1461.61,1590.29,0
"Mar 11, 2023",1429.1,1484.14,1428.72,1482.62,0
"Mar 10, 2023",1438.76,1438.76,1378.53,1429.16,0
"Mar 9, 2023",1534.03,1544.11,1423.26,1438.66,0
"Mar 8, 2023",1561.98,1568.18,1534.09,1534.09,0
"Mar 7, 2023",1567.42,1579.16,1543.13,1561.93,0
"Mar 6, 2023",1564.38,1579.46,1557.36,1567.4,0
"Mar 5, 2023",1567.18,1584.21,1559.95,1564.47,0
"Mar 4, 2023",1569.28,1575.64,1551.74,1566.92,0
"Mar 3, 2023",1647.56,1648.48,1552.45,1569.17,0
"Mar 2, 2023",1663.55,1672.05,1622.6,1647.32,0
"Mar 1, 2023",1606.04,1663.43,1601.55,1663.43,0
"Feb 28, 2023",1634.5,1644.44,1602.43,1605.9,0
"Feb 27, 2023",1640.76,1662.58,1615.39,1634.33,0
"Feb 26, 2023",1594.76,1645.27,1590.39,1640.82,0
"Feb 25, 2023",1608.66,1608.87,1567.63,1594.91,0
"Feb 24, 2023",1650.9,1661.09,1583.15,1608.37,0
"Feb 23, 2023",1643.3,1674.6,1632.57,1651.07,0
"Feb 22, 2023",1658.14,1664.0,1604.8,1643.23,0
"Feb 21, 2023",1702.8,1714.29,1642.4,1658.04,0
"Feb 20, 2023",1682.34,1716.49,1659.3,1702.68,0
"Feb 19, 2023",1691.68,1718.95,1673.91,1681.44,0
"Feb 18, 2023",1694.74,1705.31,1683.67,1691.82,0
"Feb 17, 2023",1640.28,1716.78,1636.17,1694.78,0
"Feb 16, 2023",1673.87,1732.8,1638.15,1640.07,0
"Feb 15, 2023",1556.77,1674.29,1545.69,1673.75,0
"Feb 14, 2023",1506.99,1562.03,1497.19,1556.88,0
"Feb 13, 2023",1514.92,1524.73,1470.02,1507.17,0
"Feb 12, 2023",1539.78,1545.55,1501.46,1515.03,0
"Feb 11, 2023",1514.94,1541.33,1510.15,1539.93,0
"Feb 10, 2023",1546.6,1553.33,1504.83,1514.87,0
"Feb 9, 2023",1651.08,1655.23,1537.18,1546.44,0
"Feb 8, 2023",1671.91,1688.53,1635.27,1650.72,0
"Feb 7, 2023",1616.01,1673.8,1614.86,1672.0,0
"Feb 6, 2023",1631.65,1653.72,1611.32,1616.25,0
"Feb 5, 2023",1667.17,1671.77,1616.39,1631.65,0
"Feb 4, 2023",1664.47,1690.1,1648.19,1667.06,0
"Feb 3, 2023",1642.9,1670.7,1634.22,1664.75,0
"Feb 2, 2023",1641.37,1704.46,1641.32,1643.24,0
"Feb 1, 2023",1586.49,1644.73,1566.86,1641.79,0
"Jan 31, 2023",1567.42,1598.52,1563.8,1586.54,0
"Jan 30, 2023",1646.15,1646.65,1546.66,1567.33,0
"Jan 29, 2023",1572.63,1653.72,1568.98,1646.16,0
"Jan 28, 2023",1598.13,1604.7,1565.39,1572.44,0
"Jan 27, 2023",1603.08,1617.0,1565.24,1598.16,0
"Jan 26, 2023",1611.08,1626.2,1586.6,1603.11,0
"Jan 25, 2023",1556.81,1632.24,1530.8,1611.71,0
"Jan 24, 2023",1627.85,1639.72,1551.39,1556.6,0
"Jan 23, 2023",1628.55,1641.22,1607.9,1628.25,0
"Jan 22, 2023",1627.37,1658.02,1612.09,1628.38,0
"Jan 21, 2023",1659.71,1674.18,1626.81,1627.12,0
"Jan 20, 2023",1552.37,1659.89,1544.92,1659.75,0
"Jan 19, 2023",1515.25,1557.97,1514.38,1552.56,0
"Jan 18, 2023",1567.7,1602.11,1509.42,1515.51,0
"Jan 17, 2023",1577.11,1594.0,1553.34,1567.85,0
"Jan 16, 2023",1552.52,1594.04,1529.57,1576.83,0
"Jan 15, 2023",1550.73,1556.95,1520.89,1552.48,0
"Jan 14, 2023",1451.43,1563.74,1450.99,1550.71,0
"Jan 13, 2023",1417.95,1461.67,1404.02,1451.61,0
"Jan 12, 2023",1405.35,1432.28,1378.42,1417.94,0
"Jan 11, 2023",1336.49,1387.93,1323.58,1387.93,0
"Jan 10, 2023",1321.4,1342.76,1318.53,1336.59,0
"Jan 9, 2023",1287.45,1342.14,1286.68,1321.54,0
"Jan 8, 2023",1264.18,1287.36,1260.23,1287.36,0
"Jan 7, 2023",1269.42,1270.6,1262.27,1264.27,0
"Jan 6, 2023",1250.46,1273.22,1240.95,1269.38,0
"Jan 5, 2023",1256.48,1258.57,1245.17,1250.44,0
"Jan 4, 2023",1214.72,1264.81,1213.17,1256.53,0
"Jan 3, 2023",1214.74,1219.1,1207.49,1214.78,0
"Jan 2, 2023",1201.1,1219.86,1195.21,1214.66,0
"Jan 1, 2023",1196.71,1203.48,1192.89,1200.96,0
"Dec 31, 2022",1199.36,1205.09,1194.2,1196.77,0
"Dec 30, 2022",1201.57,1202.03,1187.46,1199.23,0
"Dec 29, 2022",1190.01,1204.14,1188.36,1201.6,0
"Dec 28, 2022",1212.74,1213.13,1185.7,1189.99,0
"Dec 27, 2022",1226.99,1230.42,1205.9,1212.79,0
"Dec 26, 2022",1218.92,1226.97,1214.34,1226.97,0
"Dec 25, 2022",1221.17,1223.52,1203.72,1218.96,0
"Dec 24, 2022",1220.12,1224.91,1216.34,1221.15,0
"Dec 23, 2022",1218.08,1227.0,1215.99,1220.16,0
"Dec 22, 2022",1213.67,1221.99,1187.13,1218.18,0
"Dec 21, 2022",1217.59,1218.19,1206.44,1213.6,0
"Dec 20, 2022",1167.88,1224.09,1165.6,1217.7,0
"Dec 19, 2022",1184.76,1192.92,1160.38,1167.61,0
"Dec 18, 2022",1188.13,1194.21,1176.19,1184.72,0
"Dec 17, 2022",1168.07,1189.05,1165.41,1188.15,0
"Dec 16, 2022",1266.46,1278.16,1162.18,1168.26,0
"Dec 15, 2022",1309.19,1311.07,1262.69,1266.35,0
"Dec 14, 2022",1320.69,1346.17,1305.83,1309.33,0
"Dec 13, 2022",1274.66,1341.44,1258.47,1320.55,0
"Dec 12, 2022",1263.57,1275.61,1243.48,1274.62,0
"Dec 11, 2022",1266.42,1281.78,1260.66,1263.87,0
"Dec 10, 2022",1264.38,1279.53,1262.12,1266.38,0
"Dec 9, 2022",1281.08,1290.06,1260.82,1264.28,0
"Dec 8, 2022",1232.45,1286.23,1226.36,1281.12,0
"Dec 7, 2022",1271.55,1272.69,1224.45,1232.44,0
"Dec 6, 2022",1259.85,1271.92,1247.63,1271.65,0
"Dec 5, 2022",1280.0,1302.24,1252.47,1259.68,0
"Dec 4, 2022",1243.22,1281.49,1242.91,1280.26,0
"Dec 3, 2022",1294.46,1299.84,1241.43,1243.33,0
"Dec 2, 2022",1276.33,1294.3,1269.24,1294.3,0
"Dec 1, 2022",1295.77,1296.0,1267.71,1276.27,0
"Nov 30, 2022",1216.93,1302.04,1215.5,1295.69,0
"Nov 29, 2022",1169.87,1222.16,1163.48,1216.9,0
"Nov 28, 2022",1194.96,1198.74,1156.06,1170.09,0
"Nov 27, 2022",1205.91,1220.35,1195.04,1195.13,0
"Nov 26, 2022",1198.79,1227.04,1198.1,1205.9,0
"Nov 25, 2022",1203.8,1203.8,1174.82,1198.93,0
"Nov 24, 2022",1183.35,1211.63,1180.38,1203.98,0
"Nov 23, 2022",1135.42,1185.0,1130.02,1183.2,0
"Nov 22, 2022",1107.9,1136.44,1081.14,1135.17,0
"Nov 21, 2022",1142.4,1142.4,1084.86,1108.35,0
"Nov 20, 2022",1218.44,1224.08,1137.93,1142.47,0
"Nov 19, 2022",1212.22,1227.84,1200.48,1218.43,0
"Nov 18, 2022",1200.8,1226.74,1200.8,1212.3,0
"Nov 17, 2022",1215.85,1224.97,1189.15,1200.81,0
"Nov 16, 2022",1251.81,1264.49,1192.99,1215.6,0
"Nov 15, 2022",1241.68,1283.2,1238.69,1251.74,0
"Nov 14, 2022",1221.9,1284.22,1178.43,1241.6,0
"Nov 13, 2022",1255.44,1271.71,1208.52,1221.82,0
"Nov 12, 2022",1287.44,1288.15,1242.15,1255.27,0
"Nov 11, 2022",1298.88,1302.3,1211.33,1287.22,0
"Nov 10, 2022",1100.11,1341.79,1093.12,1299.46,0
"Nov 9, 2022",1333.12,1335.74,1083.29,1100.17,0
"Nov 8, 2022",1568.33,1574.8,1259.44,1332.84,0
"Nov 7, 2022",1572.02,1604.48,1550.42,1568.59,0
"Nov 6, 2022",1627.9,1634.13,1572.23,1572.23,0
"Nov 5, 2022",1645.16,1660.49,1625.96,1627.97,0
"Nov 4, 2022",1531.4,1661.33,1529.27,1645.09,0
"Nov 3, 2022",1519.72,1556.76,1517.1,1531.54,0
"Nov 2, 2022",1579.5,1613.41,1507.24,1519.71,0
"Nov 1, 2022",1572.65,1606.61,1568.1,1579.7,0
"Oct 31, 2022",1590.48,1630.45,1555.92,1572.71,0
"Oct 30, 2022",1619.7,1637.04,1579.49,1590.78,0
"Oct 29, 2022",1555.27,1652.38,1549.98,1619.7,0
"Oct 28, 2022",1514.32,1568.63,1493.87,1555.48,0
"Oct 27, 2022",1566.84,1574.4,1510.82,1514.37,0
"Oct 26, 2022",1461.13,1584.64,1460.43,1566.57,0
"Oct 25, 2022",1344.71,1509.99,1336.98,1461.67,0
"Oct 24, 2022",1363.49,1368.43,1327.85,1345.0,0
"Oct 23, 2022",1314.25,1367.76,1302.91,1363.45,0
"Oct 22, 2022",1299.9,1317.1,1295.95,1314.3,0
"Oct 21, 2022",1283.19,1305.08,1260.67,1299.95,0
"Oct 20, 2022",1285.66,1307.86,1275.32,1283.2,0
"Oct 19, 2022",1310.56,1312.44,1283.97,1285.74,0
"Oct 18, 2022",1331.67,1339.09,1291.66,1310.45,0
"Oct 17, 2022",1306.31,1335.65,1297.45,1331.71,0
"Oct 16, 2022",1275.01,1312.63,1275.01,1306.3,0
"Oct 15, 2022",1297.31,1300.75,1268.47,1274.87,0
"Oct 14, 2022",1288.05,1339.74,1285.38,1297.42,0
"Oct 13, 2022",1294.92,1297.56,1209.28,1288.12,0
"Oct 12, 2022",1279.73,1303.08,1277.53,1294.91,0
"Oct 11, 2022",1291.11,1296.27,1272.74,1279.58,0
"Oct 10, 2022",1322.62,1335.66,1291.34,1291.34,0
"Oct 9, 2022",1315.46,1327.67,1309.34,1322.6,0
"Oct 8, 2022",1332.37,1335.95,1307.07,1315.5,0
"Oct 7, 2022",1351.84,1359.33,1321.75,1332.52,0
"Oct 6, 2022",1352.81,1380.4,1349.45,1351.71,0
"Oct 5, 2022",1361.97,1362.45,1320.86,1352.84,0
"Oct 4, 2022",1323.28,1364.97,1320.08,1362.13,0
"Oct 3, 2022",1276.16,1326.55,1271.15,1323.44,0
"Oct 2, 2022",1311.75,1316.33,1275.34,1276.09,0
"Oct 1, 2022",1328.19,1332.52,1306.1,1311.64,0
"Sep 30, 2022",1335.65,1368.74,1320.38,1327.98,0
"Sep 29, 2022",1337.55,1348.11,1293.19,1335.65,0
"Sep 28, 2022",1329.54,1351.96,1267.87,1337.41,0
"Sep 27, 2022",1335.34,1396.89,1308.99,1330.13,0
"Sep 26, 2022",1294.39,1335.53,1282.05,1335.32,0
"Sep 25, 2022",1317.94,1333.37,1275.63,1294.22,0
"Sep 24, 2022",1328.24,1346.26,1312.64,1317.99,0
"Sep 23, 2022",1327.48,1353.29,1270.2,1328.26,0
"Sep 22, 2022",1251.57,1336.16,1240.97,1327.68,0
"Sep 21, 2022",1324.22,1384.48,1229.43,1252.61,0
"Sep 20, 2022",1377.62,1381.97,1319.2,1324.39,0
"Sep 19, 2022",1335.27,1388.27,1287.42,1377.54,0
"Sep 18, 2022",1469.71,1469.71,1331.49,1335.33,0
"Sep 17, 2022",1432.88,1473.06,1415.04,1469.74,0
"Sep 16, 2022",1471.93,1480.56,1415.58,1432.45,0
"Sep 15, 2022",1635.08,1648.95,1466.14,1471.69,0
"Sep 14, 2022",1574.86,1642.16,1564.03,1634.76,0
"Sep 13, 2022",1713.96,1745.78,1564.03,1580.79,0
"Sep 12, 2022",1762.08,1778.16,1698.29,1713.77,0
"Sep 11, 2022",1775.98,1782.73,1730.16,1761.8,0
"Sep 10, 2022",1718.96,1784.5,1710.3,1776.2,0
"Sep 9, 2022",1635.19,1735.81,1632.84,1719.09,0
"Sep 8, 2022",1629.81,1655.06,1603.06,1635.35,0
"Sep 7, 2022",1560.91,1651.05,1500.01,1629.91,0
"Sep 6, 2022",1617.24,1680.6,1561.75,1561.75,0
"Sep 5, 2022",1577.88,1621.66,1559.78,1617.18,0
"Sep 4, 2022",1556.9,1578.01,1543.7,1577.64,0
"Sep 3, 2022",1577.21,1579.45,1541.67,1556.87,0
"Sep 2, 2022",1586.02,1643.18,1551.88,1577.22,0
"Sep 1, 2022",1553.76,1593.08,1520.19,1586.18,0
"Aug 31, 2022",1524.29,1612.36,1524.29,1553.68,0
"Aug 30, 2022",1553.19,1600.46,1480.83,1523.84,0
"Aug 29, 2022",1430.44,1556.31,1427.73,1553.04,0
"Aug 28, 2022",1491.21,1505.79,1430.55,1430.55,0
"Aug 27, 2022",1508.16,1517.15,1454.28,1491.4,0
"Aug 26, 2022",1696.32,1698.56,1498.77,1507.78,0
"Aug 25, 2022",1657.34,1718.18,1656.86,1696.46,0
"Aug 24, 2022",1662.7,1686.56,1610.1,1657.06,0
"Aug 23, 2022",1622.94,1666.68,1569.43,1662.77,0
"Aug 22, 2022",1619.17,1622.78,1535.01,1622.51,0
"Aug 21, 2022",1576.54,1640.94,1569.05,1619.32,0
"Aug 20, 2022",1612.65,1652.22,1534.3,1577.0,0
"Aug 19, 2022",1847.1,1847.1,1611.34,1612.99,0
"Aug 18, 2022",1833.72,1876.38,1826.96,1847.01,0
"Aug 17, 2022",1877.93,1951.68,1823.53,1833.0,0
"Aug 16, 2022",1902.83,1910.75,1862.27,1878.14,0
"Aug 15, 2022",1936.76,2007.21,1881.86,1904.23,0
"Aug 14, 2022",1981.78,2022.79,1919.01,1936.8,0
"Aug 13, 2022",1957.33,2013.76,1948.6,1981.34,0
"Aug 12, 2022",1880.9,1957.55,1860.08,1957.25,0
"Aug 11, 2022",1851.83,1927.94,1851.83,1881.22,0
"Aug 10, 2022",1702.91,1869.4,1665.09,1851.74,0
"Aug 9, 2022",1776.07,1786.12,1675.85,1703.03,0
"Aug 8, 2022",1699.69,1806.89,1697.41,1775.52,0
"Aug 7, 2022",1691.78,1724.79,1672.91,1699.35,0
"Aug 6, 2022",1732.66,1744.33,1691.66,1691.66,0
"Aug 5, 2022",1607.52,1732.25,1606.5,1732.25,0
"Aug 4, 2022",1618.89,1658.51,1585.33,1608.21,0
"Aug 3, 2022",1633.05,1678.1,1595.63,1618.87,0
"Aug 2, 2022",1634.65,1672.63,1567.85,1632.95,0
"Aug 1, 2022",1681.45,1700.17,1613.42,1635.2,0
"Jul 31, 2022",1695.88,1745.88,1672.61,1681.52,0
"Jul 30, 2022",1727.06,1738.02,1678.11,1695.97,0
"Jul 29, 2022",1725.62,1759.88,1662.79,1727.41,0
"Jul 28, 2022",1636.23,1774.58,1604.89,1725.47,0
"Jul 27, 2022",1443.73,1636.8,1423.62,1636.23,0
"Jul 26, 2022",1445.15,1445.15,1362.95,1441.81,0
"Jul 25, 2022",1599.16,1605.34,1445.38,1445.38,0
"Jul 24, 2022",1549.22,1654.43,1548.67,1599.48,0
"Jul 23, 2022",1536.46,1591.63,1495.68,1549.3,0
"Jul 22, 2022",1576.75,1641.21,1523.64,1537.41,0
"Jul 21, 2022",1520.37,1595.76,1472.19,1576.75,0
"Jul 20, 2022",1542.95,1612.65,1500.8,1520.2,0
"Jul 19, 2022",1578.38,1607.03,1501.8,1542.98,0
"Jul 18, 2022",1338.81,1578.72,1338.81,1578.72,0
"Jul 17, 2022",1353.21,1378.42,1329.76,1338.64,0
"Jul 16, 2022",1232.79,1377.94,1195.61,1352.63,0
"Jul 15, 2022",1191.67,1275.78,1182.9,1233.13,0
"Jul 14, 2022",1113.52,1202.95,1077.41,1191.53,0
"Jul 13, 2022",1038.19,1113.59,1019.22,1113.59,0
"Jul 12, 2022",1097.26,1097.26,1038.14,1038.19,0
"Jul 11, 2022",1168.14,1169.19,1095.0,1097.24,0
"Jul 10, 2022",1216.9,1216.9,1157.18,1168.4,0
"Jul 9, 2022",1222.31,1228.77,1209.38,1216.98,0
"Jul 8, 2022",1237.58,1262.89,1200.63,1222.51,0
"Jul 7, 2022",1186.96,1246.89,1165.62,1237.59,0
"Jul 6, 2022",1134.82,1193.64,1116.25,1186.97,0
"Jul 5, 2022",1150.51,1165.68,1086.83,1134.54,0
"Jul 4, 2022",1073.79,1152.94,1048.4,1151.06,0
"Jul 3, 2022",1066.47,1083.42,1044.01,1073.77,0
"Jul 2, 2022",1060.12,1073.05,1033.96,1066.51,0
"Jul 1, 2022",1068.32,1100.22,1040.15,1059.77,0
"Jun 30, 2022",1099.35,1103.69,1009.09,1067.3,0
"Jun 29, 2022",1144.52,1152.68,1092.1,1098.94,0
"Jun 28, 2022",1193.25,1229.74,1141.16,1144.58,0
"Jun 27, 2022",1199.71,1234.18,1179.79,1193.68,0
"Jun 26, 2022",1242.99,1272.13,1199.41,1199.83,0
"Jun 25, 2022",1226.72,1246.39,1184.56,1243.45,0
"Jun 24, 2022",1143.2,1238.62,1134.51,1226.84,0
"Jun 23, 2022",1051.33,1146.49,1050.22,1143.39,0
"Jun 22, 2022",1125.37,1126.26,1049.76,1051.42,0
"Jun 21, 2022",1127.51,1185.43,1112.57,1124.82,0
"Jun 20, 2022",1127.66,1159.99,1066.11,1127.64,0
"Jun 19, 2022",993.4,1142.34,943.12,1127.66,0
"Jun 18, 2022",1086.38,1095.17,896.11,993.64,0
"Jun 17, 2022",1067.99,1112.47,1060.87,1086.52,0
"Jun 16, 2022",1233.6,1246.14,1058.78,1067.73,0
"Jun 15, 2022",1211.37,1236.63,1025.68,1233.21,0
"Jun 14, 2022",1204.56,1252.47,1094.7,1211.66,0
"Jun 13, 2022",1443.84,1448.74,1181.95,1204.58,0
"Jun 12, 2022",1530.19,1539.71,1436.18,1445.22,0
"Jun 11, 2022",1665.22,1679.31,1507.04,1529.66,0
"Jun 10, 2022",1789.69,1797.61,1663.43,1665.04,0
"Jun 9, 2022",1793.51,1827.29,1779.87,1789.83,0
"Jun 8, 2022",1814.1,1830.68,1770.23,1793.57,0
"Jun 7, 2022",1859.33,1862.91,1729.41,1814.05,0
"Jun 6, 2022",1805.64,1915.03,1804.99,1859.29,0
"Jun 5, 2022",1801.82,1825.86,1777.13,1805.2,0
"Jun 4, 2022",1775.22,1810.3,1751.53,1801.61,0
"Jun 3, 2022",1834.14,1840.06,1746.51,1775.08,0
"Jun 2, 2022",1822.41,1845.31,1789.66,1834.15,0
"Jun 1, 2022",1942.05,1965.17,1776.05,1823.57,0
"May 31, 2022",1996.41,2005.49,1932.35,1942.33,0
"May 30, 2022",1811.89,2005.21,1804.46,1996.44,0
"May 29, 2022",1792.18,1818.78,1765.94,1812.03,0
"May 28, 2022",1724.64,1757.94,1724.64,1757.94,0
"May 27, 2022",1802.54,1814.66,1721.26,1724.92,0
"May 26, 2022",1945.03,1962.17,1759.2,1803.91,0
"May 25, 2022",1978.68,2014.37,1943.94,1944.83,0
"May 24, 2022",1972.39,1991.54,1920.69,1978.98,0
"May 23, 2022",2042.34,2080.33,1964.39,1972.18,0
"May 22, 2022",1974.67,2047.19,1966.04,2043.17,0
"May 21, 2022",1961.02,1985.4,1944.27,1974.52,0
"May 20, 2022",2018.0,2054.8,1926.68,1961.32,0
"May 19, 2022",1916.15,2028.39,1907.02,2018.34,0
"May 18, 2022",2090.46,2102.33,1916.66,1916.66,0
"May 17, 2022",2022.88,2113.06,2015.97,2090.41,0
"May 16, 2022",2145.84,2145.84,1988.81,2022.73,0
"May 15, 2022",2056.18,2147.19,2008.16,2145.71,0
"May 14, 2022",2014.28,2063.43,1956.57,2056.27,0
"May 13, 2022",1960.12,2139.71,1941.98,2014.42,0
"May 12, 2022",2072.5,2170.46,1748.3,1961.7,0
"May 11, 2022",2342.75,2441.08,2018.86,2072.11,0
"May 10, 2022",2242.65,2450.76,2206.76,2343.51,0
"May 9, 2022",2518.51,2528.26,2238.06,2245.43,0
"May 8, 2022",2636.12,2638.83,2498.43,2517.46,0
"May 7, 2022",2694.99,2696.65,2599.52,2636.09,0
"May 6, 2022",2748.93,2754.84,2645.34,2694.98,0
"May 5, 2022",2940.23,2948.96,2704.92,2749.21,0
"May 4, 2022",2783.13,2956.69,2779.27,2940.64,0
"May 3, 2022",2857.15,2859.19,2762.12,2783.48,0
"May 2, 2022",2827.61,2874.15,2785.52,2857.41,0
"May 1, 2022",2729.99,2838.7,2728.08,2827.76,0
"Apr 30, 2022",2815.53,2836.83,2727.41,2730.19,0
"Apr 29, 2022",2936.78,2943.45,2782.44,2815.6,0
"Apr 28, 2022",2888.85,2973.14,2861.82,2936.94,0
"Apr 27, 2022",2808.65,2911.88,2802.27,2888.93,0
"Apr 26, 2022",3008.95,3026.42,2786.25,2808.3,0
"Apr 25, 2022",2922.99,3018.42,2804.51,3009.39,0
"Apr 24, 2022",2937.35,2961.88,2922.13,2922.73,0
"Apr 23, 2022",2964.8,2975.32,2926.74,2938.11,0
"Apr 22, 2022",2986.94,3024.85,2942.36,2964.84,0
"Apr 21, 2022",3077.83,3173.45,2962.41,2987.48,0
"Apr 20, 2022",3103.94,3157.89,3045.29,3077.75,0
"Apr 19, 2022",3057.57,3125.08,3035.54,3104.11,0
"Apr 18, 2022",2993.48,3062.52,2893.91,3057.61,0
"Apr 17, 2022",3061.88,3075.78,2989.04,2993.4,0
"Apr 16, 2022",3041.12,3074.89,3016.42,3062.31,0
"Apr 15, 2022",3020.13,3044.29,3001.12,3040.92,0
"Apr 14, 2022",3117.82,3139.93,2988.44,3019.91,0
"Apr 13, 2022",3029.88,3123.58,3006.48,3118.34,0
"Apr 12, 2022",2981.42,3077.45,2957.87,3030.38,0
"Apr 11, 2022",3209.58,3214.46,2962.76,2981.05,0
"Apr 10, 2022",3261.29,3303.0,3211.87,3211.87,0
"Apr 9, 2022",3191.98,3261.96,3187.47,3261.92,0
"Apr 8, 2022",3233.27,3301.61,3179.14,3192.07,0
"Apr 7, 2022",3172.2,3263.47,3155.58,3233.27,0
"Apr 6, 2022",3411.67,3411.67,3171.21,3171.69,0
"Apr 5, 2022",3521.24,3546.71,3410.55,3411.79,0
"Apr 4, 2022",3522.36,3535.15,3422.0,3521.24,0
"Apr 3, 2022",3444.81,3573.96,3421.26,3522.83,0
"Apr 2, 2022",3449.79,3521.28,3442.0,3445.06,0
"Apr 1, 2022",3282.58,3467.56,3223.89,3449.55,0
"Mar 31, 2022",3385.29,3435.13,3272.93,3281.64,0
"Mar 30, 2022",3401.53,3435.29,3349.24,3385.16,0
"Mar 29, 2022",3335.02,3470.19,3335.02,3401.99,0
"Mar 28, 2022",3292.32,3424.02,3279.03,3336.63,0
"Mar 27, 2022",3143.8,3291.58,3130.0,3291.58,0
"Mar 26, 2022",3106.41,3146.83,3091.83,3143.18,0
"Mar 25, 2022",3108.45,3183.96,3087.49,3106.67,0
"Mar 24, 2022",3031.06,3118.39,3012.33,3108.06,0
"Mar 23, 2022",2973.15,3036.75,2933.31,3031.07,0
